"year","id_country","fire_type","N","N_km","my_mean","year.y","month"
"201506","brazil","cumu",862379,185117.118811247,-0.841346733397391,"2015","06"
"201507","brazil","new",1003,215.302633955234,-0.882614622066304,"2015","07"
"201507","brazil","cumu",863382,185332.421445202,-0.882614622066304,"2015","07"
"201508","brazil","new",10706,2298.13559234769,-1.0743145424565,"2015","08"
"201508","brazil","cumu",874088,187630.55703755,-1.0743145424565,"2015","08"
"201509","brazil","cumu",887031,190408.884047802,-1.30154426634847,"2015","09"
"201509","brazil","new",12943,2778.32701025184,-1.30154426634847,"2015","09"
"201510","brazil","new",8609,1847.99638656093,-1.58731472657976,"2015","10"
"201510","brazil","cumu",895640,192256.880434363,-1.58731472657976,"2015","10"
"201511","brazil","cumu",903856,194020.515968337,-1.7650038198951,"2015","11"
"201511","brazil","new",8216,1763.63553397428,-1.7650038198951,"2015","11"
"201512","brazil","cumu",911053,195565.414329828,-2.17489950723137,"2015","12"
"201512","brazil","new",7197,1544.89836149134,-2.17489950723137,"2015","12"
"201601","brazil","cumu",914780,196365.447148124,-2.20833533710661,"2016","01"
"201601","brazil","new",3727,800.032818296268,-2.20833533710661,"2016","01"
"201602","brazil","new",1180,253.297216417922,-2.31741455880874,"2016","02"
"201602","brazil","cumu",915960,196618.744364542,-2.31741455880874,"2016","02"
"201603","brazil","new",1862,399.694421161162,-2.13165374323498,"2016","03"
"201603","brazil","cumu",917822,197018.438785704,-2.13165374323498,"2016","03"
"201604","brazil","cumu",918020,197060.941199984,-2.16210943770336,"2016","04"
"201604","brazil","new",198,42.5024142802954,-2.16210943770336,"2016","04"
"201605","brazil","cumu",918222,197104.302248896,-2.1408691550249,"2016","05"
"201605","brazil","new",202,43.3610489122206,-2.1408691550249,"2016","05"
"201606","brazil","cumu",918741,197215.710092388,-1.98038571963616,"2016","06"
"201606","brazil","new",519,111.40784349229,-1.98038571963616,"2016","06"
"201607","brazil","new",2371,508.955678073639,-1.87841542425141,"2016","07"
"201607","brazil","cumu",921112,197724.665770462,-1.87841542425141,"2016","07"
"201608","brazil","new",10950,2350.51230489513,-1.87444189473394,"2016","08"
"201608","brazil","cumu",932062,200075.178075357,-1.87444189473394,"2016","08"
"201609","brazil","cumu",941807,202167.026697385,-1.67819463577839,"2016","09"
"201609","brazil","new",9745,2091.84862202767,-1.67819463577839,"2016","09"
"201610","brazil","cumu",947253,203336.057748751,-1.58773836569251,"2016","10"
"201610","brazil","new",5446,1169.03105136611,-1.58773836569251,"2016","10"
"201611","brazil","new",4337,930.974599664855,-1.51288182651539,"2016","11"
"201611","brazil","cumu",951590,204267.032348416,-1.51288182651539,"2016","11"
"201612","brazil","cumu",952882,204544.371334528,-1.41230788376946,"2016","12"
"201612","brazil","new",1292,277.338986111827,-1.41230788376946,"2016","12"
"201701","brazil","cumu",952975,204564.33458972,-1.08530257275401,"2017","01"
"201701","brazil","new",93,19.96325519226,-1.08530257275401,"2017","01"
"201702","brazil","new",65,13.9528127687839,-0.683270099080164,"2017","02"
"201702","brazil","cumu",953040,204578.287402489,-0.683270099080164,"2017","02"
"201703","brazil","cumu",953178,204607.91029729,-0.534162935565884,"2017","03"
"201703","brazil","new",138,29.622894801418,-0.534162935565884,"2017","03"
"201704","brazil","new",48,10.3036155831019,-0.444947145910598,"2017","04"
"201704","brazil","cumu",953226,204618.213912873,-0.444947145910598,"2017","04"
"201705","brazil","new",166,35.6333372248941,-0.511028685982963,"2017","05"
"201705","brazil","cumu",953392,204653.847250098,-0.511028685982963,"2017","05"
"201706","brazil","cumu",953929,204769.118949434,-0.632060412748999,"2017","06"
